"키","분류1","명칭","도로명 주소","전화번호","홈페이지주소","분류2","분류3"
"BE_IW12-0629","쇼핑(살거리)","신평화패션타운","중구 장충단로 282-10(신당1동 772)","02-2238-6813","http://www.sph.co.kr/","쇼핑","전통시장"
"BE_IW12-0630","쇼핑(살거리)","에리어식스 ","중구 마장로 19(신당동 776)","02-2238-4914","","쇼핑","전통시장"
"BE_IW12-0631","중구 어디까지 가봤니?","외국관광객의 명소 - 남대문시장","","","","쇼핑","전통시장"
"BE_IW12-0632","쇼핑(살거리)","자유상가","중구 동호로 249(장충동2가 202)","02-755-7106 ","","쇼핑","전통시장"
"BE_IW12-0633","쇼핑(살거리)","자유상가","중구 남대문로 36(회현동 1가 202)","02-755-7106 ","","쇼핑","전통시장"
"BE_IW12-0634","쇼핑(살거리)","제일평화시장 ","중구 마장로 11(신당동 775)","02-2252-6744~5 ","http://www.jeilpyunghwa.com/ ","쇼핑","전통시장"
"BE_IW12-0635","쇼핑(살거리)","제일평화시장 ","중구 마장로 11(신당동 775)  ","02-2252-6744~5 ","http://www.jeilpyunghwa.com/ ","쇼핑","전통시장"
"BE_IW12-0636","쇼핑(살거리)","중부시장 ","서울특별시 중구 을지로 36길 35","02-2267-5617  ","","쇼핑","전통시장"
"BE_IW12-0637","쇼핑(살거리)","중부시장 ","중구 을지로36길 35","02-2267-5617  ","","쇼핑","전통시장"
"BE_IW12-0638","쇼핑(살거리)","청평화시장 ","중구 청계천로 334 (신당1동 217-91)","02-2252-8036","http://www.cph.co.kr","쇼핑","전통시장"
"BE_IW12-0639","쇼핑(살거리)","청평화시장 ","중구 청계천로 334(신당1동 217-91)","02-2252-8036","http://www.cph.co.kr","쇼핑","전통시장"
"BE_IW12-0640","쇼핑(살거리)","통일시장 ","중구 장충단로13길 20(을지로6가 17-2)","","","쇼핑","전통시장"
"BE_IW12-0641","쇼핑(살거리)","통일시장 ","중구 장충단로13길 20(을지로6가 17-2)","","","쇼핑","전통시장"
"BE_IW12-0642","쇼핑(살거리)","평화시장 ","중구 장충단로13길 20 청계5~8가 일대","02-2265-3533 ","http://www.pyounghwa.com/  ","쇼핑","전통시장"
"BE_IW12-0643","쇼핑(살거리)","평화시장 ","중구 장충단로13길 20(을지로6가 17) 청계5~8가 일대","02-2265-3533 ","http://www.pyounghwa.com/  ","쇼핑","전통시장"
"BE_IW12-0644","숙박(호텔)","그랜드 앰버서더","중구 동호로 287 (장충동2가 186-54)","02-2275-1101","https://www.ambatel.com/FrontSite/Ambassador/gate/default.aspx","숙박1","호텔"
"BE_IW12-0645","숙박(호텔)","뉴 오리엔탈 관광호텔","중구 퇴계로14길 1(회현동3가 10)","02-753-0701","","숙박1","호텔"
"BE_IW12-0646","숙박(호텔)","뉴국제호텔","중구 세종대로22길 12(태평로1가 29-2)","02-732-0161","http://www.newkukjehotel.com/","숙박1","호텔"
"BE_IW12-0647","숙박(호텔)","뉴-천지호텔","중구 을지로38길 20 (을지로5가 133-1)","02-2265-6131","","숙박1","호텔"
"BE_IW12-0648","숙박(호텔)","라마다호텔앤 스위트서울센트럴","중구 칠패로 27(순화동 151)","02-2119-8900","http://www.ramada-central.com/","숙박1","호텔"
"BE_IW12-0649","숙박(호텔)","롯데호텔","중구 남대문로 81(소공동1)C.P.O BOX 3500","02-771-1000","http://www.lottehotel.com/","숙박1","호텔"
"BE_IW12-0650","숙박(호텔)","르와지르호텔 서울 명동 ","서울특별시 중구 퇴계로 115(충무로 1가) ","02-6936-6000","","숙박1","호텔"
"BE_IW12-0579","쇼핑(살거리)","디자이너클럽","중구 을지로45길 72(신당1동 199-10)","02-2237-2503 ","","쇼핑","쇼핑타운"
"BE_IW12-0393","문화재","약현성당(藥峴聖堂)","중구 청파로 447-1(중림동 149-2번지)","02-392-5018 ","http://www.yakhyeon.or.kr/","문화재","국보/사적"
"BE_IW12-0394","문화재","정동교회(貞洞敎會)","중구 정동길 46(정동 34-3)","","","문화재","국보/사적"
"BE_IW12-0395","문화재","정동교회(貞洞敎會)","중구 정동길 46(정동 34-3번지)","02-753-0001","http://chungdong.onmam.com/","문화재","국보/사적"
"BE_IW12-0396","문화재","중명전(重明殿)","중구 정동길 41-11(정동 1-11)","","","문화재","국보/사적"
"BE_IW12-0397","문화재","중명전(重明殿)","중구 정동길 41-11(정동 1-11)","","","문화재","국보/사적"
"BE_IW12-0398","문화재","청계천 유적","중구 남대문로(남대문로 1가 108-2) 등","","","문화재","국보/사적"
"BE_IW12-0399","문화재","한국은행 본관(韓國銀行本館)","중구 남대문로 39(남대문로 3가 110)","","","문화재","국보/사적"
"BE_IW12-0400","문화재","한국은행 본관(韓國銀行本館)","중구 남대문로 39(남대문로 3가 110)","","","문화재","국보/사적"
"BE_IW12-0401","문화재","환구단 정문( 丘壇正門)","중구 을지로(소공동 97-3)","","","문화재","국보/사적"
"BE_IW12-0402","문화재","환구단( 丘壇)","중구 소공로112(소공동 87-14)","","","문화재","국보/사적"
"BE_IW12-0403","문화재","환구단(圓丘祭)","중구 소공로 112(소공동 87-14번지)","","","문화재","국보/사적"
"BE_IW12-0404","문화재","관성묘(關聖廟)","중구 동호로30길 2(장충동2가 186-140)","","","문화재","기념물/민속문화재"
"BE_IW12-0405","문화재","광통관(廣通館)","중구 남대문로 118(남대문로 1가 19)","","","문화재","기념물/민속문화재"
"BE_IW12-0406","문화재","구세군 중앙회관 (救世軍中央會館)","중구 덕수궁길 130(정동 1-23)","","","문화재","기념물/민속문화재"
"BE_IW12-0407","문화재","만리동 정영국 가옥(萬里洞鄭榮國家屋)","중구 만리재로21길 8(만리동 2가 207)","","","문화재","기념물/민속문화재"
"BE_IW12-0408","문화재","목멱산 봉수대 터(木覓山烽燧臺터)","중구 남산공원길 125-54(예장동 8-1)","","","문화재","기념물/민속문화재"
"BE_IW12-0409","문화재","배재학당 동관(培材學堂東館)","중구 서소문로11길 19(정동 34-5)","","","문화재","기념물/민속문화재"
"BE_IW12-0410","문화재","부마도위 박영효 가옥 (駙馬都慰朴泳孝家屋)","중구 퇴계로34길 28(필동 2가 84-1) 남산골한옥마을","","","문화재","기념물/민속문화재"
"BE_IW12-0411","문화재","삼각동 도편수 이승업 가옥(三角洞都遍首李承業家屋)","중구 퇴계로34길 28(필동 2가 84-1) 남산골한옥마을","","","문화재","기념물/민속문화재"
"BE_IW12-0412","문화재","삼청동 오위장 김춘영 가옥 (三淸洞五衛將金春永家屋)","중구 퇴계로34길 28(필동 2가 84-1) 남산골한옥마을","","","문화재","기념물/민속문화재"
"BE_IW12-0413","문화재","손기정 월계관 기념수(孫基禎月桂冠紀念樹)","중구 손기정로 101(만리동 2가 6-1)","","","문화재","기념물/민속문화재"
"BE_IW12-0414","문화재","와룡묘(臥龍廟)","중구 남산공원길 609 (예장동 산 5-6)","","","문화재","기념물/민속문화재"
"BE_IW12-0415","문화재","제기동 해풍부원군 윤택영 재실(祭基洞海豊府院君尹澤榮齋室)","중구 퇴계로34길 28(필동 2가 84-1) 남산골한옥마을","","","문화재","기념물/민속문화재"
"BE_IW12-0416","문화재","3.1운동 기념터 : 세브란스 병원","중구  통일로 10(남대문로5가 84-11) (지하철1호선 서울역 4번출구 앞)","","","문화재","문화유적/동상"
"BE_IW12-0417","문화재","3?1독립운동 기념터","중구 남대문로 39(남대문로2가 110)한국은행 좌측 지하보도 앞","","","문화재","문화유적/동상"
"BE_IW12-0418","문화재","3?1운동기념터 (三一運動紀念址)","중구 통일로 21(봉래동2가 123) (서울역전 우체국 우측)","","","문화재","문화유적/동상"
"BE_IW12-0419","문화재","3ㆍ1독립운동 기념탑","중구 장충단로59(장충동2가 산14-67)","","","문화재","문화유적/동상"
"BE_IW12-0420","문화재","가산 터(假山址)","중구 장충단로280(을지로6가 18-214)","","","문화재","문화유적/동상"
"BE_IW12-0421","문화재","강우규의사 항일의거 자리","중구 청파로 426(봉래동2가 122) (서울역 구 서울역사앞 출구앞)","","","문화재","문화유적/동상"
"BE_IW12-0422","문화재","강희맹 집터(姜希孟家址)","중구 통일로 48(순화동 212-1) (한전 순화변전소 앞)","","","문화재","문화유적/동상"
"BE_IW12-0423","문화재","고산자 김정호 기념비","중구 중림동 약현성당앞 로타리","","","문화재","문화유적/동상"
"BE_IW12-0424","문화재","고운담골","중구 을지로 30 15(을지로1가 180)(롯데호텔 앞)","","","문화재","문화유적/동상"
"BE_IW12-0425","문화재","관립법어 학교터 (官立法語學校址)","중구 정동길 18(정동 28) (서울지방국토 관리청 앞)","","","문화재","문화유적/동상"
"BE_IW12-0426","문화재","교서관 터(校書館址)","중구 퇴계로20길 56(남산동 2가 26-8)(숭의여자대학 제1별관 정문 오른쪽)","","","문화재","문화유적/동상"
"BE_IW12-0427","문화재","구리개(仇里介)","중구 남대문로90(을지로2가 199-3) (2호선 을지로입구역 6번 출구 제일은행 앞)","","","문화재","문화유적/동상"
"BE_IW12-0428","문화재","국도극장 터(國都劇場址)","중구 을지로 164(을지로4가 310) 국도주차장","","","문화재","문화유적/동상"
"BE_IW12-0429","문화재","국사당 터(國師堂址)","중구 남산공원길 125-54(예장동 8-1) (남산 팔각정 주변)","","","문화재","문화유적/동상"
"BE_IW12-0430","문화재","군기시 터(軍器寺址)","중구 세종대로 124(태평로1가 25)(대한매일신문사빌딩 좌측 화단)","","","문화재","문화유적/동상"
"BE_IW12-0431","문화재","균역청 터(均役廳址)","중구 퇴계로 173(충무로3가 60-1) (극동빌딩 회관)","","","문화재","문화유적/동상"
"BE_IW12-0432","문화재","김범우의 집 터","서울시 중구 을지로 66","","","문화재","문화유적/동상"
"BE_IW12-0433","문화재","김용환지사 상 ","중구 장충단로 59(장충동2가 산14-67)(국립극장 입구 우측)","","","문화재","문화유적/동상"
"BE_IW12-0434","문화재","김유신장군 상 ","중구 소월로 39-2(남창동 205-4) 남산공원 아동광장 내","","","문화재","문화유적/동상"
"BE_IW12-0435","문화재","김익상의사 의거 터 (金益相義士義擧址)","중구 소파로 126(예장동 8-145) (서울애니메이션센터 정문 왼쪽)","","","문화재","문화유적/동상"
"BE_IW12-0436","문화재","나석주(羅錫疇)의사 의거 기념터","중구 을지로 66(을지로2가 181)(외환은행본점 좌측 화단)","","","문화재","문화유적/동상"
"BE_IW12-0437","문화재","나석주열사 상","중구 을지로 66 (을지로2가 181) (외환은행 본점 뒷편화단) ","","","문화재","문화유적/동상"
"BE_IW12-0438","문화재","남별궁 터(南別宮址)","중구 소공로 106(소공동 87)(조선호텔 입구 화단)","","","문화재","문화유적/동상"
"BE_IW12-0487","문화재","읍백당 터","중구 퇴계로26가길 6(예장동 2) 한 슈이츠빌딩 옆 소공원","","","문화재","문화유적/동상"
"BE_IW12-0488","문화재","이덕형선생 집터(李德馨先生家址)","중구 퇴계로 18(남대문로 5가 526) (대우재단빌딩 앞)","","","문화재","문화유적/동상"
"BE_IW12-0489","문화재","이문 터(里門址)","중구 세종대로 55(태평로 2가 150)(삼성생명 빌딩 로댕갤러리 앞)","","","문화재","문화유적/동상"
"BE_IW12-0490","문화재","이벽의 집터","종로구 청계천로 105","","","문화재","문화유적/동상"
"BE_IW12-0491","문화재","이재명의사 의거터 (李在明義士義擧址)","중구 명동길 74(명동2가 1) 명동성당입구 우측보도","","","문화재","문화유적/동상"
"BE_IW12-0492","문화재","이충순 자결 터 (李忠純自決址)","중구 서소문로 88(순화동 7) (중앙일보 정문 우측화단)","","","문화재","문화유적/동상"
"BE_IW12-0493","문화재","이한응선생 기념비","중구 동호로 261(장충동2가 산 196-1)(장충단공원 절내) ","","","문화재","문화유적/동상"
"BE_IW12-0494","문화재","이황선생 집터(二黃先生家址)","중구 덕수궁길 61(서소문동 37) (구 대법원 내)","","","문화재","문화유적/동상"
"BE_IW12-0495","문화재","이회영?이시영 6형제 집터","중구 명동길 73(명동1가 1)(YMCA주차장 앞 소공원 화단)","","","문화재","문화유적/동상"
"BE_IW12-0496","문화재","일석 이희승선생 추모비 ","중구 퇴계로34길 28(필동2가 84-1) (한옥마을 내)","","","문화재","문화유적/동상"
"BE_IW12-0497","문화재","일성 이준열사 상","중구 동호로 261(장충동2가 산 196-1)(장충단공원 내) ","","","문화재","문화유적/동상"
"BE_IW12-0498","문화재","장악원터(掌樂院址)","중구 을지로 66(을지로2가 181)(외환은행본점 좌측 화단)","","","문화재","문화유적/동상"
"BE_IW12-0499","문화재","장충단 터(奬忠壇址)","중구 동호로261(장충동2가 산197) (장충단공원 내)","","","문화재","문화유적/동상"
"BE_IW12-0500","문화재","저경궁 터(儲慶宮址)","중구 남대문로 39(남대문로3가 110)(한국은행 후문 인근)","","","문화재","문화유적/동상"
"BE_IW12-0501","문화재","전환국 터(典局址)","중구 세종대로 55(태평로2가 150) (신한은행 상성생명빌딩 사이)","","","문화재","문화유적/동상"
"BE_IW12-0502","문화재","정광필 집터(鄭光弼家址)","중구 소공로 51(회현동1가 203) (우리은행 오른쪽 측면 화단 내)","","","문화재","문화유적/동상"
"BE_IW12-0503","문화재","정미의병 발원터(丁未義兵發源地)","중구 세종대로9길 42(서소문동 120-23) (동아건설빌딩 좌측 화단)","","","문화재","문화유적/동상"
"BE_IW12-0504","문화재","제중원 터(濟衆院址)","중구 을지로 66(을지로2가 181) (외환은행본점 뒤편 화단)","","","문화재","문화유적/동상"
"BE_IW12-0505","문화재","조선광문회 터(朝鮮光文會址)","중구 남대문로10길 29(삼각동 7-1) (현 글로스타 빌딩 앞)","","","문화재","문화유적/동상"
"BE_IW12-0506","문화재","조지훈 시비","중구 예장동 남산공원길 507(산5-6)","","","문화재","문화유적/동상"
"BE_IW12-0507","문화재","조택원 춤비 ","중구 장충단로 59(장충동2가 산14-67)(국립극장 내) ","","","문화재","문화유적/동상"
"BE_IW12-0508","문화재","주자소 터(鑄字所址)","중구 퇴계로 173(충무로3가 60-1) (극동빌딩 앞 화단)","","","문화재","문화유적/동상"
"BE_IW12-0509","문화재","진고개(泥峴)","중구 명동8가길 32(충무로 2가 62-1)","","","문화재","문화유적/동상"
"BE_IW12-0510","문화재","춘강 박승희 기념비 ","중구 장충동 장충단로 59(산14-67)(국립극장 내) ","","","문화재","문화유적/동상"
"BE_IW12-0511","문화재","충무공 이순신 생가 터","중구 마른내로 47(초동 18-5)(명보극장 앞 보도)","","","문화재","문화유적/동상"
"BE_IW12-0512","문화재","칠패시장 터(七牌市場址)","중구 칠패로 36(봉래동1가 48-3) (연세봉래빌딩 앞 보도)","","","문화재","문화유적/동상"
"BE_IW12-0513","문화재","태평관 터(太平館址)","중구 서소문 58-17 (명지빌딩 우측)","","","문화재","문화유적/동상"
"BE_IW12-0514","문화재","통감부 터(統監府址)","중구 퇴계로18길(예장동 8)","","","문화재","문화유적/동상"
"BE_IW12-0515","문화재","팔홍문 터(八紅門址)","중구 칠패로(순화동 207-1)","","","문화재","문화유적/동상"
"BE_IW12-0516","문화재","풀무재(冶峴)","중구 퇴계로50길 13(장충동2가 173-7)(충무초등학교돌담인근육교앞)","","","문화재","문화유적/동상"
"BE_IW12-0517","문화재","하도감 터(下都監址)","중구 을지로 281(을지로 7가 4-1)(동대문디자인 플라자 남측)","","","문화재","문화유적/동상"
"BE_IW12-0518","문화재","학생 반공의 탑 ","중구 장충단로 72(한국자유총연맹 내) ","","","문화재","문화유적/동상"
"BE_IW12-0519","문화재","한국 유림 독립운동파리장서비","중구 동호로 261(장충동2가 산 196-1)(장충단공원 내) ","","","문화재","문화유적/동상"
"BE_IW12-0520","문화재","한성부 남부 관아터 (漢城府南部官衙址)","중구 남대문로 81(소공동 1)(롯데백화점 앞) (지하철2호선 을지로 입구역 8번 출구앞 보도)","","","문화재","문화유적/동상"
"BE_IW12-0521","문화재","한성부 서부 관아터 (漢城府西部官衙址)","중구 청계천로 14(무교동 77) (조흥은행 무교동빌딩 우측 보도)","","","문화재","문화유적/동상"
"BE_IW12-0522","문화재","혜민서 터(惠民署址)","중구 삼일대로 356(을지로 2가 88-6)(폐인트상가 앞)","","","문화재","문화유적/동상"
"BE_IW12-0523","문화재","회동서관 터(匯東書館址)","중구 청계천로 54(삼각동 66-1) (신한은행 건물 화단 내)","","","문화재","문화유적/동상"
"BE_IW12-0524","문화재","훈련원 터(訓練院址)","중구 을지로 245(을지로6가 18-79)(국립의료원 정문 화단)","","","문화재","문화유적/동상"
"BE_IW12-0525","문화재","경운궁 양이재(慶運宮養怡齋)","중구 세종대로21길 15(정동 3)","","","문화재","유형/등록문화재"
"BE_IW12-0526","문화재","경운궁 양이재(慶運宮養怡齋)","중구 세종대로19길 16(정동 3)","","","문화재","유형/등록문화재"
"BE_IW12-0527","문화재","경희궁 숭정전(慶喜宮崇政殿)","중구 필동로1길 30(장충동2가 192-5) (동국대학교 구내)","","","문화재","유형/등록문화재"
"BE_IW12-0528","문화재","경희궁 숭정전(慶喜宮崇政殿)","중구  필동로1길 30(장충동2가 192-5) (동국대학교 구내)","","","문화재","유형/등록문화재"
"BE_IW12-0529","문화재","구 대법원 청사(舊大法院廳舍)","중구 덕수궁길 61(서소문동 37)  ","","","문화재","유형/등록문화재"
"BE_IW12-0530","문화재","구 대법원 청사(舊大法院廳舍)","중구 덕수궁길 61(서소문동 37)  ","","","문화재","유형/등록문화재"
"BE_IW12-0531","문화재","구 미국문화원(舊美國文化院)","중구 을지로23(을지로1가 63)","","","문화재","유형/등록문화재"
"BE_IW12-0599","쇼핑(살거리)","유어스 ","중구 을지로45길 43 ","02-6270-1000 ","http://www.uus.co.kr/ ","쇼핑","쇼핑타운"
"BE_IW12-0600","쇼핑(살거리)","유어스 ","중구 퇴계로73가길 10(신당1동 251-71)","02-6270-1000 ","http://www.uus.co.kr/ ","쇼핑","쇼핑타운"
"BE_IW12-0440","문화재","남산사 터(南山寺址)","중구 필동로6길 17(필동3가 79)","","","문화재","문화유적/동상"
"BE_IW12-0441","문화재","남소문 터(南小門址)","중구 장충단로 60(장충동2가 산5-5)","","","문화재","문화유적/동상"
"BE_IW12-0442","문화재","남지 터(南池址)","중구 칠패로 42(봉래동1가 7) (우남빌딩 앞 보도)","","","문화재","문화유적/동상"
"BE_IW12-0443","문화재","남학당 터(南學堂址)","중구 퇴계로 188(필동1가 36-2) (충무로34호선 4번출구앞 보도)","","","문화재","문화유적/동상"
"BE_IW12-0444","문화재","노인정 터(老人亭址)","중구 필동로6길 30(필동2가 134-2)","","","문화재","문화유적/동상"
"BE_IW12-0445","문화재","대한민국임시정부서울연통부지 (大韓民國臨時政府서울聯通府址)","중구 서소문로9길 14(순화동 5)(동화약품 공업주 우측)","","","문화재","문화유적/동상"
"BE_IW12-0446","문화재","도화서 터(圖畵署址)","중구 을지로 51(을지로2가 6) 앞 (2호선 을지로입구역 3~4번 출구 주변 화단 내)","","","문화재","문화유적/동상"
"BE_IW12-0447","문화재","독립신문사 터(獨立新聞社址)","중구 서소문로11길 19(정동 34-5)(옛 배재학교터)","","","문화재","문화유적/동상"
"BE_IW12-0448","문화재","동악선생 시단","중구  필동로1길 30(필동3가 26-1)(동국대학교 학림관 우측) ","","","문화재","문화유적/동상"
"BE_IW12-0449","문화재","동양극장 터(東洋劇場址)","중구 새문안로 24(충정로1가 62)문화일보사","","","문화재","문화유적/동상"
"BE_IW12-0450","문화재","동평관 터(東平館址)","중구 마른내로9길(인현동2가 142-1)(인현어린이공원 출구 내)","","","문화재","문화유적/동상"
"BE_IW12-0451","문화재","만해 한용운 시비 ","중구 필동로1길 30(필동3가 26-1) (동국대학교 본관 좌측) ","","","문화재","문화유적/동상"
"BE_IW12-0452","문화재","명례궁 터(明禮宮址)","중구 세종대로21길 15 (정동 3) (서울성공회성당 출구 앞)","","","문화재","문화유적/동상"
"BE_IW12-0453","문화재","목멱산 봉수대 터(木覓山烽燧臺址)","중구 남산공원길 507(예장동 산5-6)(남산타워입구 언덕)","","","문화재","문화유적/동상"
"BE_IW12-0454","문화재","무교 터(武橋址)","중구 무교로 15(무교동 32) (체육회관 앞 보도)","","","문화재","문화유적/동상"
"BE_IW12-0455","문화재","박웅진 시비","중구 을지로 227(을지로5가 40-3)(훈련원공원 내) ","","","문화재","문화유적/동상"
"BE_IW12-0456","문화재","박팽년 집터(朴彭年家址)","중구 퇴계로36길 10(필동2가 80-2) 한국의 집","","","문화재","문화유적/동상"
"BE_IW12-0457","문화재","반공청년운동 기념비","중구 소파로4길(예장동 3-5)","","","문화재","문화유적/동상"
"BE_IW12-0458","문화재","배제학당 터?남궁억 집터","중구 서소문로11길(정동 34-31) (배재공원 내)","","","문화재","문화유적/동상"
"BE_IW12-0459","문화재","백범 김구선생 상 ","중구 소파로46(회현동 100-177)(남산공원 백범광장 내)","","","문화재","문화유적/동상"
"BE_IW12-0460","문화재","부민관 폭파 의거 터 (府民館爆破義擧址)","중구 세종대로 125(태평로 1가 60-1) 서울시의회 앞","","","문화재","문화유적/동상"
"BE_IW12-0461","문화재","상진집 터(尙震家址)","중구 남대문로 26-2(남창동 2-4) 앞 (남대문지하쇼핑센터 지하보도입구 앞)","","","문화재","문화유적/동상"
"BE_IW12-0462","문화재","서소문역 터","중구 통일로(의주로 1가 44-2) (의주로어린이공원 내)","","","문화재","문화유적/동상"
"BE_IW12-0463","문화재","서학당 터(西學堂址)","중구 세종대로21길 49(태평로1가 76-3) (오양수산빌딩 앞)","","","문화재","문화유적/동상"
"BE_IW12-0464","문화재","선혜청 터(宣惠廳址)","중구 남대문시장4길 28-16(남창동 51-1) 숭례문 수입상가 앞","","","문화재","문화유적/동상"
"BE_IW12-0465","문화재","성제 이시영선생 상","중구 소파로 46(회현동1가 100-115)(남산공원 백범광장 내)","","","문화재","문화유적/동상"
"BE_IW12-0466","문화재","소덕문 터(昭德門址)","중구 서소문동 58-10 (중앙일보사 철탑주차장 화단)","","","문화재","문화유적/동상"
"BE_IW12-0467","문화재","손기정 흉상 ","중구 손기정로 101(만리동2가 6-1)(손기정 공원 내) ","","","문화재","문화유적/동상"
"BE_IW12-0468","문화재","손탁호텔 터","중구 정동길 26(정동 32) (이화여고 내 수위실 앞)","","","문화재","문화유적/동상"
"BE_IW12-0469","문화재","수렛골(車洞)","중구 서소문로 89(순화동 5-2) (순화빌딩 앞)","","","문화재","문화유적/동상"
"BE_IW12-0470","문화재","순청 터(巡廳址)","중구 통일로2길(순화동 11) (순화공원 내)","","","문화재","문화유적/동상"
"BE_IW12-0471","문화재","시위병영 터(侍衛兵營址)","중구 서소문로 100(서소문동 58-9)(국민은행 앞)","","","문화재","문화유적/동상"
"BE_IW12-0472","문화재","쌍회정 터(雙檜亭址)","중구 퇴계로6길 36(남창동 202) (일신교회 정문 앞)","","","문화재","문화유적/동상"
"BE_IW12-0473","문화재","안중근의사 상 ","중구 소월로 91(남대문로5가 471)(남산공원 관리사무소 앞) ","","","문화재","문화유적/동상"
"BE_IW12-0474","문화재","양성지 살던 곳","중구 충무로 42(초동 18-15) (명보플라자 인근 대림빌딩 앞)","","","문화재","문화유적/동상"
"BE_IW12-0475","문화재","양향청 터(糧餉廳址)","중구 마른내로(저동1가 1-14) (남대문세무서 앞)","","","문화재","문화유적/동상"
"BE_IW12-0476","문화재","어서각 터(御書閣址)","중구 정동길 9(정동 17-1) (프란치스코 교육회관 앞)","","","문화재","문화유적/동상"
"BE_IW12-0477","문화재","염초청(焰硝廳) 터","중구 동호로 384(방산동 4-24) 횡단보도 옆","","","문화재","문화유적/동상"
"BE_IW12-0478","문화재","영희전 터(永禧殿址)","중구 수표로 27(저동2가 62-1) (저동파출소 앞 보도)","","","문화재","문화유적/동상"
"BE_IW12-0479","문화재","예빈시 터(禮賓寺址)","중구 세종대로 50(남대문로4가 17-12) (흥국생명빌딩 앞)","","","문화재","문화유적/동상"
"BE_IW12-0480","문화재","외솔 최현배선생 기념비 ","중구 동호로 261(장충동2가 산 196-1)(장충리틀야구장 정문 뒤) ","","","문화재","문화유적/동상"
"BE_IW12-0481","문화재","유관순 상 ","중구 장충단로 101(장충동2가 산7-22)(남산2호터널 입구) ","","","문화재","문화유적/동상"
"BE_IW12-0482","문화재","유성룡 집터(柳成龍家址)","중구 퇴계로 173(충무로3가 60-1) (중앙석유 주유소 앞 보도)","","","문화재","문화유적/동상"
"BE_IW12-0483","문화재","유정 사명대사 상 ","중구 동호로 261(장충동2가 산 196-1)(장충단공원 내)","","","문화재","문화유적/동상"
"BE_IW12-0484","문화재","윤관장군 상 ","중구 칠패로 5(의주로2가 16-4)(서소문공원 내) ","","","문화재","문화유적/동상"
"BE_IW12-0485","문화재","윤선도선생 집터(尹善道先生家址)","중구 명동길 73(명동1가 1-3) (명동성당 앞 한국증권금융 좌측)","","","문화재","문화유적/동상"
"BE_IW12-0583","쇼핑(살거리)","밀리오레 ","서울시 중구 퇴계로 115 (충무로1가)","02-3393-2802 ","http://www.migliore.co.kr/ ","쇼핑","쇼핑타운"
"BE_IW12-0584","쇼핑(살거리)","베네치아메가몰 지원센터","중구 청계천로400(황학동 2545)   ","02-2048-5100","http://www.veneziamegamall.net/","쇼핑","쇼핑타운"
"BE_IW12-0585","쇼핑(살거리)","베네치아메가몰 지원센터","중구 청계천로400(황학동 2545)   ","02-2048-5100","http://www.veneziamegamall.net/","쇼핑","쇼핑타운"
"BE_IW12-0586","쇼핑(살거리)","베네치아메가몰 지원센터 ","중구 청계천로400(황학동 2545)   ","02-2048-5100 ","http://www.veneziamegamall.net/ ","쇼핑","쇼핑타운"
"BE_IW12-0587","쇼핑(살거리)","스튜디오W ","중구 마장로1길 22(신당동 213-8)","02-2230-7000 ","","쇼핑","쇼핑타운"
"BE_IW12-0588","쇼핑(살거리)","스튜디오W ","중구 마장로1길 22(신당동 213-8)","02-2230-7000 ","","쇼핑","쇼핑타운"
"BE_IW12-0589","쇼핑(살거리)","신세계 이마트 청계천점 ","중구 청계천로400(황학동 2545)   ","02-2290-1234 ","http://emart.shinsegae.com/branch/floor/floor.jsp?id=951 ","쇼핑","쇼핑타운"
"BE_IW12-0590","쇼핑(살거리)","신세계 이마트 청계천점 ","중구 청계천로400(황학동 2545)   ","02-2290-1234","http://emart.shinsegae.com/branch/floor/floor.jsp?id=951","쇼핑","쇼핑타운"
"BE_IW12-0591","쇼핑(살거리)","신세계 이마트 청계천점 ","중구 청계천로400(황학동 2545)   ","02-2290-1234","http://emart.shinsegae.com/branch/floor/floor.jsp?id=951","쇼핑","쇼핑타운"
"BE_IW12-0592","쇼핑(살거리)","신평화패션타운 ","중구 청계천로 298(신당동217-1)","02-2238-6813 ","http://www.sph.co.kr/ ","쇼핑","쇼핑타운"
"BE_IW12-0593","쇼핑(살거리)","아트프라자 ","중구 마장로1길 28(신당동 213-67)","02-2232-2000 ","http://art-plaza.co.kr/ ","쇼핑","쇼핑타운"
"BE_IW12-0594","쇼핑(살거리)","아트프라자 ","중구 마장로1길 28(신당동 213-67)","02-2232-2000 ","http://art-plaza.co.kr","쇼핑","쇼핑타운"
"BE_IW12-0595","쇼핑(살거리)","아트프라자 ","중구 마장로1길 28(신당동 213-67)","02-2232-2000 ","http://art-plaza.co.kr","쇼핑","쇼핑타운"
"BE_IW12-0596","쇼핑(살거리)","아트플라자","중구 마장로1길 28(신당동 213-67)","02-2232-2000 ","http://art-plaza.co.kr","쇼핑","쇼핑타운"
"BE_IW12-0597","쇼핑(살거리)","에이피엠패션몰 ","중구 마장로 40(신당동 198)","02-2250-2027 ","http://apm-korea.com/ ","쇼핑","쇼핑타운"
"BE_IW12-0598","쇼핑(살거리)","에이피엠패션몰 ","중구 마장로 40(신당동 198)","02-2250-2027 ","http://apm-korea.com/main.asp","쇼핑","쇼핑타운"
"BE_IW12-0001","맛집","니지엔펍(명동점)","서울 중구 명동4길 25 (명동2가) ","02-752-2221","","맛집","뷔페/퓨전/기타"
