개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),점포구분명
3150000,2.01E+18,20120329,,1,영업/정상,1,정상영업,,,,,226635601,847.4,157846,서울특별시 강서구 방화1동 187번지 1호,서울특별시 강서구 방화대로34길 83 (방화동),157846,롯데쇼핑(주)롯데슈퍼 방화점,2.02E+13,I,59:59.0,그 밖의 대규모점포,184102.7825,452097.3701,준대규모점포
3150000,2.01E+18,20110714,,1,영업/정상,1,정상영업,,,,,02-2643-2211,1524.6,157900,서울특별시 강서구 화곡4동 830번지 1호,서울특별시 강서구 등촌로5길 80 (화곡동),157900,씨에스유통 (롯데슈퍼화곡2점),2.02E+13,U,40:00.0,그 밖의 대규모점포,187464.4032,447877.7107,준대규모점포
3150000,2.01E+18,20050907,,1,영업/정상,1,정상영업,,,,,226631978,5163.3,157847,서울특별시 강서구 방화동 567번지 4호,서울특별시 강서구 방화동로 126 (방화동),157847,삼정프라자,2.01E+13,I,59:59.0,그 밖의 대규모점포,183315.5567,452204.1655,대규모점포
3150000,2.00E+18,19991228,,1,영업/정상,1,정상영업,,,,,02 2101 1053,17262.29,,서울특별시 강서구 가양동 449번지 19  호,서울특별시 양천로 559 (가양이마트(E-MART)),157804,(주)이마트 가양점,2.02E+13,U,40:00.0,대형마트,187761.1943,450640.2145,대규모점포
3150000,2.01E+18,20130617,,1,영업/정상,1,정상영업,,,,,02-2605-3334,3385.1,157925,서울특별시 강서구 화곡1동 1071번지 19호,서울특별시 강서구 화곡로18길 24 (화곡동 강서 뉴타워),157925,강서 뉴타워,2.02E+13,U,40:00.0,그 밖의 대규모점포,185384.3227,448552.1247,대규모점포
3150000,2.02E+18,20150323,,1,영업/정상,1,정상영업,,,,,02-3665-7255,286.2,157861,서울특별시 강서구 염창동 249번지 8호 1층,서울특별시 강서구 양천로 687 1층 (염창동),157861,(주)지에스리테일 염창점,2.02E+13,I,59:59.0,그 밖의 대규모점포,188680.483,449829.6943,준대규모점포
3150000,1.99E+18,19871030,,1,영업/정상,1,정상영업,,,,,02-2602-5757,1568,,서울특별시 강서구 화곡동 370번지 76호,서울특별시 강서구 월정로30길 69 (화곡동),7765,화곡중앙시장,2.02E+13,I,59:59.0,시장,185745.7326,448140.2927,대규모점포
3150000,2.01E+18,20090305,,1,영업/정상,1,정상영업,,,,,2602-2801,3378.74,157835,서울특별시 강서구 내발산동 719번지 6호,서울특별시 강서구 강서로 267 (내발산동),157835,송화시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,185431.0666,449714.8138,대규모점포
3150000,2.01E+18,20060519,,1,영업/정상,1,정상영업,,,,,236636562,3563,,서울특별시 강서구 염창동 264번지 18호,서울특별시 강서구 공항대로71길 49 (염창동),157861,스페이스프라자,2.01E+13,I,59:59.0,그 밖의 대규모점포,188692.0332,449699.8326,대규모점포
3190000,2.01E+18,19931130,,1,영업/정상,1,정상영업,,,,,822-7387,0,156020,서울특별시 동작구 대방동 501번지,,,대림쇼핑타운,2.01E+13,I,59:59.0,시장,193273.484,445011.2501,
3150000,2.01E+18,20110118,,1,영업/정상,1,정상영업,,,,,261164000,77670,157222,서울특별시 강서구 방화2동 886번지 외6필지,서울특별시 강서구 하늘길 38 (방화동 롯데몰 김포공항),157220,롯데몰 김포공항,2.02E+13,U,40:00.0,쇼핑센터,182524.8238,451438.2509,대규모점포
3150000,2.00E+18,20020801,,2,휴업,2,휴업처리,,,,,,0,,서울특별시 강서구 방화동 567번지 4호   ,,,방신종합시장 재건축조합,2.01E+13,I,59:59.0,그 밖의 대규모점포,183315.5567,452204.1655,
3150000,2.00E+18,20001006,,2,휴업,2,휴업처리,,,,,236649400,0,,서울특별시 강서구 가양동 18번지 24호   ,,,(주)이랜드리테일홈에버가양점,2.01E+13,I,59:59.0,쇼핑센터,186687.1318,451342.7735,
3150000,2.00E+18,20030123,,2,휴업,2,휴업처리,,,,,221661052,,,서울특별시 강서구 과해동 272호   ,,,신세계이마트(공항점),2.01E+13,I,59:59.0,대형마트,,,
3150000,2.00E+18,20040219,,2,휴업,2,휴업처리,,,,,226622751,,,서울특별시 강서구 방화동 620호   ,,,(주)공항시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3150000,2.00E+18,19950501,,2,휴업,2,휴업처리,,,,,226002002,0,,서울특별시 강서구 화곡동 1095호   ,,,그랜드패션아울렛,2.01E+13,I,59:59.0,그 밖의 대규모점포,186786.6225,450297.7027,
3150000,2.00E+18,20040503,,2,휴업,2,휴업처리,,,,,226060101,,,서울특별시 강서구 화곡동 1095호   ,,,그랜드백화점(주)마트화곡점,2.01E+13,I,59:59.0,대형마트,186786.6225,450297.7027,
3150000,2.01E+18,20060210,,2,휴업,2,휴업처리,,,,,226608000,0,,서울특별시 강서구 등촌동 639번지 11호   ,,,삼성테스코(주)홈플러스강서점,2.01E+13,I,59:59.0,대형마트,187119.9482,450691.5932,
3160000,1.99E+18,19930527,,1,영업/정상,1,정상영업,,,,,226198068,,,서울특별시 구로구 고척동 269번지 1   호   ,,,개봉프라자,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3160000,1.99E+18,19940330,,1,영업/정상,1,정상영업,,,,,02 6346460,,,서울특별시 구로구 구로동 614번지 33  호   ,,,라이프공구종합상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3160000,1.97E+18,19711019,,1,영업/정상,1,정상영업,,,,,02 6170617,,,서울특별시 구로구 고척동 50번지 48  호   ,,,고척시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3160000,1.97E+18,19720121,,1,영업/정상,1,정상영업,,,,,02 8551036,,,서울특별시 구로구 구로동 169번지 2   호   ,,,배영설비(주),2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3160000,1.98E+18,19760806,,1,영업/정상,1,정상영업,,,,,02 6136162,,,서울특별시 구로구 개봉동 324번지 1   호   ,,,개봉중앙시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3160000,1.98E+18,19761228,,1,영업/정상,1,정상영업,,,,,226172661,,,서울특별시 구로구 개봉동 361번지 1   호   ,,,개봉제일시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3160000,1.99E+18,19861101,,1,영업/정상,1,정상영업,,,,,02 2681-1133,10705,,서울특별시 구로구 고척동 103번지 4호,서울특별시 구로구 중앙로3길 50 (고척동 고척산업용품종합상가),8225,고척산업용품상가,2.02E+13,U,40:00.0,그 밖의 대규모점포,187619.597,444186.9231,대규모점포
3160000,1.99E+18,19890320,,1,영업/정상,1,정상영업,,,,,02 8613891,,,서울특별시 구로구 구로동 685번지 140호   ,서울특별시 구로구 구일로10길 93 (구로동),,사모아종합상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,189052.1018,443748.2793,
3160000,2.00E+18,19960627,,1,영업/정상,1,정상영업,,,,,226330081,,,서울특별시 구로구 구로동 604번지 1   호   ,,,서울구로기계공구상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3160000,2.00E+18,19980114,,1,영업/정상,1,정상영업,,,,,226310460,,,서울특별시 구로구 구로동 636번지 62  호   ,,,공구상가일번지,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3160000,2.00E+18,19981126,,1,영업/정상,1,정상영업,,,,,226171237,0,,서울특별시 구로구 고척동 73번지 3   호,서울특별시 구로구 경인로 393-7 (고척동 123전자타운),152722,일이삼전자타운,2.01E+13,I,59:59.0,그 밖의 대규모점포,187826.6982,443925.5247,대규모점포
3160000,2.01E+18,19861210,,1,영업/정상,1,정상영업,,,,,2686-9982,4389,152100,서울특별시 구로구 오류동 47번지 1호,서울특별시 구로구 경인로 192 (오류동),,삼익쇼핑센타,2.02E+13,I,59:59.0,쇼핑센터,186015.7384,443657.6143,대규모점포
3160000,2.01E+18,19980512,,1,영업/정상,1,정상영업,,,,,2625-2631,70845,152050,서울특별시 구로구 구로동 1258번지,서울특별시 구로구 경인로53길 15 (구로동),,중앙유통단지,2.02E+13,I,59:59.0,그 밖의 대규모점포,188840.5159,444306.7711,대규모점포
3160000,2.01E+18,19960627,,1,영업/정상,1,정상영업,,,,,2633-0081,27535,152050,서울특별시 구로구 구로동 604번지 1호,서울특별시 구로구 구로중앙로 198 (구로동),152864,서울구로기계공구상가,2.02E+13,I,59:59.0,그 밖의 대규모점포,189277.7617,444671.5517,대규모점포
3160000,2.01E+18,19940330,,1,영업/정상,1,정상영업,,,,,2634-6460,4495,152050,서울특별시 구로구 구로동 614번지 33호,서울특별시 구로구 구로중앙로 237 (구로동),,라이프공구상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,188907.9661,444898.3676,대규모점포
3160000,2.01E+18,19861101,,1,영업/정상,1,정상영업,,,,,2681-1364,10705,152081,서울특별시 구로구 고척동 103번지 4호,서울특별시 구로구 경인로43길 42 (고척동 고척산업용품상가),152757,고척산업용품상가,2.02E+13,I,59:59.0,복합쇼핑몰,187619.597,444186.9231,대규모점포
3160000,2.01E+18,19930527,,1,영업/정상,1,정상영업,,,,,02-2619-8068,3085,152080,서울특별시 구로구 고척동 269번지 1호,서울특별시 구로구 고척로40길 19 (고척동),,개봉프라자,2.02E+13,I,59:59.0,시장,186769.6169,444433.2216,대규모점포
3160000,2.01E+18,19711019,,1,영업/정상,1,정상영업,,,,,02   4528140,6992,152081,서울특별시 구로구 고척동 50번지 48호,서울특별시 구로구 중앙로 64 (고척동),152824,고척스카이프라자,2.02E+13,I,59:59.0,그 밖의 대규모점포,187798.8693,444629.7048,대규모점포
3160000,2.01E+18,19761228,,1,영업/정상,1,정상영업,,,,,2683-8792,2464,152090,서울특별시 구로구 개봉동 361번지 1호,서울특별시 구로구 개봉로3길 51 (개봉동),,개봉제일시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,186968.2885,442651.9078,대규모점포
3160000,2.01E+18,20070927,,1,영업/정상,1,정상영업,,,,,380-5234,7337,,서울특별시 구로구 구로동 3번지 25호 외 31필지,서울특별시 구로구 새말로 97 (구로동외 31필지),,(주) 이마트 신도림점,2.02E+13,U,40:00.0,대형마트,190232.5245,444978.6827,대규모점포
3160000,2.01E+18,20071108,,1,영업/정상,1,정상영업,,,,,852-7550,15624,152050,서울특별시 구로구 구로동 501번지,서울특별시 구로구 구로중앙로 134 (구로동),,나인스에비뉴,2.01E+13,I,59:59.0,그 밖의 대규모점포,189682.7994,444193.86,대규모점포
3210000,2.01E+18,20120514,,1,영업/정상,1,정상영업,,,,,530-5802,12595,137711,서울특별시 서초구 잠원동 70번지 5호 뉴코아백화점빌딩,서울특별시 서초구 잠원로 37-6 (잠원동 뉴코아백화점빌딩),137711,뉴코아백화점,2.02E+13,U,03:00.0,백화점,200367.985,445207.6635,
3160000,2.01E+18,19890320,,1,영업/정상,1,정상영업,,,,,8373764,2762,152050,서울특별시 구로구 구로동 685번지 140호,서울특별시 구로구 구일로10길 93 (구로동),,사모아종합상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,189052.1018,443748.2793,대규모점포
3160000,2.01E+18,20071119,,1,영업/정상,1,정상영업,,,,,3424-7800,45744,152050,서울특별시 구로구 구로동 3번지 25호 외 31필지,서울특별시 구로구 새말로 97 (구로동외 31필지),,신도림 테크노마트,2.02E+13,I,59:59.0,그 밖의 대규모점포,190232.5245,444978.6827,대규모점포
3160000,2.01E+18,19990727,,1,영업/정상,1,정상영업,,,,,2009-10011051,9927.72,152050,서울특별시 구로구 구로동 188번지 26호,서울특별시 구로구 디지털로32길 43 (구로동),,(주)이마트 구로점,2.02E+13,U,40:00.0,대형마트,190901.9779,442466.8134,대규모점포
3160000,1.96E+18,19620925,,1,영업/정상,1,정상영업,,,,,02 8542709,,,서울특별시 구로구 구로동 736번지 1   호   ,,,구로시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3160000,1.97E+18,19681023,,1,영업/정상,1,정상영업,,,,,226113888,,,서울특별시 구로구 오류동 38번지 7   호   ,,,오류시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3160000,2.01E+18,20110810,,1,영업/정상,1,정상영업,,,,,234165282,38414.15,152888,서울특별시 구로구 신도림동 692번지,서울특별시 구로구 경인로 662 (신도림동),152888,주식회사 현대백화점 디큐브시티,2.02E+13,U,40:00.0,백화점,190107.0454,445157.6264,대규모점포
3110000,2.01E+18,20120206,,1,영업/정상,1,정상영업,,,,,02-352-8546,189.1,122881,서울특별시 은평구 신사1동 20번지 7호,서울특별시 은평구 갈현로 10 (신사동),,홈플러스(주)익스프레스 신사점,2.02E+13,U,09:00.0,그 밖의 대규모점포,192012.2086,455177.7045,
3160000,2.01E+18,19930115,,1,영업/정상,1,정상영업,,,,,226177914,1582,152080,서울특별시 구로구 고척동 83번지 6호,서울특별시 구로구 중앙로3길 49 (고척동),,동국종합상가,2.02E+13,I,59:59.0,그 밖의 대규모점포,187718.8012,444056.9968,대규모점포
3160000,2.01E+18,19980114,,1,영업/정상,1,정상영업,,,,,2631-0460,4881,152050,서울특별시 구로구 구로동 636번지 62호,서울특별시 구로구 경인로54길 4 (구로동),,공구상가일번지,2.01E+13,I,59:59.0,그 밖의 대규모점포,189134.1545,444274.7299,대규모점포
3160000,2.01E+18,19981126,,1,영업/정상,1,정상영업,,,,,2617-1237,19634.51,152080,서울특별시 구로구 고척동 73번지 3호,서울특별시 구로구 경인로 393-7 (고척동),,일이삼전자타운,2.02E+13,I,59:59.0,그 밖의 대규모점포,187826.6982,443925.5247,대규모점포
3160000,1.99E+18,19930830,,2,휴업,2,휴업처리,,,,,02 8181000,24362,,서울특별시 구로구 구로동 573호   ,서울특별시 구로구 구로중앙로 152 (구로동),,애경백화점,2.01E+13,I,59:59.0,백화점,189570.3609,444336.0513,
3160000,1.99E+18,19930107,,2,휴업,2,휴업처리,,,,,02 6177914,,,서울특별시 구로구 고척동 83번지 6호   ,서울특별시 구로구 중앙로3길 49 (고척동),,동국종합상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,187718.8012,444056.9968,
3160000,2.01E+18,20050601,,2,휴업,2,휴업처리,,,,,02  26392500,10502,,서울특별시 구로구 구로동 636번지 89호   ,서울특별시 구로구 경인로 482 (구로동),,롯데마트 구로점,2.01E+13,I,59:59.0,대형마트,188669.4844,444010.7384,
3160000,2.01E+18,20050601,,2,휴업,2,휴업처리,,,,,02  26392500,10502,,서울특별시 구로구 구로동 636번지 89호   ,서울특별시 구로구 경인로 482 (구로동),,롯데마트 구로점,2.01E+13,I,59:59.0,대형마트,188669.4844,444010.7384,
3160000,2.01E+18,20050601,,2,휴업,2,휴업처리,,,,,02  769 5828,6745,,서울특별시 구로구 구로동 636번지 89호   ,서울특별시 구로구 경인로 482 (구로동),,비엔큐홈(구로점),2.01E+13,I,59:59.0,대형마트,188669.4844,444010.7384,
3160000,2.01E+18,20051115,,2,휴업,2,휴업처리,,,,,02 701 1137,11562,,서울특별시 구로구 고척동 75번지 1호   ,서울특별시 구로구 중앙로1길 42 (고척동),,일이삼전자타운,2.01E+13,I,59:59.0,그 밖의 대규모점포,187756.9195,443962.8327,
3160000,1.99E+18,19861210,,2,휴업,2,휴업처리,,20170704,99991231,,02 6869982,13,,서울특별시 구로구 오류동 47번지 1   호,,,삼익쇼핑센터,2.02E+13,I,59:59.0,쇼핑센터,186015.7384,443657.6143,대규모점포
3160000,2.00E+18,19980512,,2,휴업,2,휴업처리,,,,,226252631,,,서울특별시 구로구 구로동 1258호   ,서울특별시 구로구 경인로53길 15 (구로동),,중앙유통단지,2.01E+13,I,59:59.0,그 밖의 대규모점포,188840.5159,444306.7711,
3160000,2.01E+18,20050331,,2,휴업,2,휴업처리,,,,,,8555,,서울특별시 구로구 구로동 188번지 26호   ,서울특별시 구로구 디지털로32길 43 (구로동),,(주)신세계이마트구로점,2.01E+13,I,59:59.0,대형마트,190901.9779,442466.8134,
3160000,2.01E+18,20050331,,2,휴업,2,휴업처리,,,,,,8555,,서울특별시 구로구 구로동 188번지 26호   ,서울특별시 구로구 디지털로32길 43 (구로동),,(주)신세계이마트구로점,2.01E+13,I,59:59.0,대형마트,190901.9779,442466.8134,
3160000,2.01E+18,20051118,,2,휴업,2,휴업처리,,,,,02 26042001,9711,,서울특별시 구로구 고척동 76번지 41호   ,서울특별시 구로구 중앙로1길 36 (고척동),,이천일아울렛구로점,2.01E+13,I,59:59.0,그 밖의 대규모점포,187785.8405,443997.1359,
3160000,2.00E+18,19990727,,1,영업/정상,BBBB,,,,,,,7671,,서울특별시 구로구 구로동 188번지 26  호   ,,,이마트구로점,2.01E+13,I,59:59.0,대형마트,,,
3170000,2.00E+18,20041002,,1,영업/정상,1,정상영업,,,,,02-809-7530,15648.38,,서울특별시 금천구 독산동 291번지 5호,서울특별시 금천구 시흥대로 399 (독산동),,시티렉스,2.01E+13,I,59:59.0,쇼핑센터,190858.6495,440808.5413,대규모점포
3170000,2.01E+18,20070719,,1,영업/정상,1,정상영업,,,,,776-7049,4079.41,153010,서울특별시 금천구 독산동 957번지,서울특별시 금천구 남부순환로120길 23 (독산동),,푸른터시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,191210.5177,441768.8339,
3170000,2.01E+18,20170407,,1,영업/정상,1,정상영업,,,,,02-808-1522,98983,,서울특별시 금천구 시흥동 984번지,서울특별시 금천구 시흥대로 97 (시흥동 시흥유통상가),8639,시흥산업용재유통센터,2.02E+13,U,40:00.0,그 밖의 대규모점포,191226.2874,437914.063,대규모점포
3170000,2.01E+18,20120913,,1,영업/정상,1,정상영업,,,,,02-2109-7013,32887.19,153801,서울특별시 금천구 가산동 60번지 20호,서울특별시 금천구 벚꽃로 266 (가산동),,마리오아울렛 3관,2.01E+13,I,59:59.0,쇼핑센터,189759.7131,441814.1159,대규모점포
3170000,1.98E+18,19820114,,1,영업/정상,1,정상영업,,,,,02 8060123,,,서울특별시 금천구 시흥동 1002번지 1호   ,서울특별시 금천구 시흥대로47길 43 (시흥동),,럭키남서울상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,191026.6372,438701.2056,
3170000,1.99E+18,19870331,,1,영업/정상,1,정상영업,,,,,02 8057180,0,,서울특별시 금천구 시흥동 966호,서울특별시 금천구 시흥대로 46 (시흥동),,시흥중앙철재상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,191390.7851,437280.5742,대규모점포
3170000,2.01E+18,20130319,,1,영업/정상,1,정상영업,,,,,02-2136-2233,25015.45,153023,서울특별시 금천구 가산동 60번지 8호,서울특별시 금천구 디지털로10길 9 (가산동),153801,현대아울렛,2.02E+13,U,01:00.0,쇼핑센터,190119.4634,441716.6846,
3170000,1.99E+18,19870626,,1,영업/정상,1,정상영업,,,,,02 8081522,,,서울특별시 금천구 시흥동 984번지 6호   ,서울특별시 금천구 시흥대로 109 (시흥동),,시흥산업용재유통센타,2.01E+13,I,59:59.0,그 밖의 대규모점포,191384.6063,437986.9408,
3170000,1.99E+18,19940314,,1,영업/정상,1,정상영업,,,,,02 8934527,,,서울특별시 금천구 독산동 293번지 5호   ,서울특별시 금천구 범안로 1209 (독산동),,유창상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,190771.5956,440515.669,
3170000,2.00E+18,20020618,,1,영업/정상,1,정상영업,,20120130,20120624,20120625,02  21458500,12561,,서울특별시 금천구 독산동 295번지 10  호 외 5,서울특별시 금천구 두산로 71 (독산동),153813,롯데쇼핑(주) VIC 마켓 금천점,2.02E+13,I,59:59.0,대형마트,190704.9043,440940.3844,대규모점포
3170000,1.98E+18,19771210,,1,영업/정상,1,정상영업,,,,,02 8034878,,,서울특별시 금천구 시흥동 884번지 5호   ,서울특별시 금천구 시흥대로52길 70 (시흥동),,대명합동시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,191262.6214,439137.9921,
3180000,1.99E+18,19910501,,1,영업/정상,1,정상영업,,,,,226708832,53086.27,150030,서울특별시 영등포구 영등포동 618번지 496호,,,롯데백화점 영등포점,2.02E+13,U,40:00.0,백화점,191741.3458,445970.3076,대규모점포
3170000,2.01E+18,20130906,,1,영업/정상,1,정상영업,,,,,02-2109-7000,24253.99,153023,서울특별시 금천구 가산동 60번지 22호,서울특별시 금천구 디지털로 185 (가산동),153801,마리오아울렛 1관,2.01E+13,I,59:59.0,쇼핑센터,189943.2343,441784.2475,대규모점포
3170000,2.02E+18,20151229,,1,영업/정상,1,정상영업,,,,,02-3397-3000,8815.59,153801,서울특별시 금천구 가산동 60번지 19호,서울특별시 금천구 벚꽃로 278 (가산동),153801,롯데쇼핑(주) 아울렛 가산점,2.02E+13,I,59:59.0,쇼핑센터,189722.1785,441920.9728,대규모점포
3170000,2.02E+18,20171205,,1,영업/정상,1,정상영업,,,,,02-3440-2254,11464,,서울특별시 금천구 독산동 1150번지 금천롯데캐슬골드파크2차,서울특별시 금천구 벚꽃로 30 (독산동 금천롯데캐슬골드파크2차),8608,롯데캐슬 골드파크 2차 마르쉐도르,2.02E+13,U,40:00.0,그 밖의 대규모점포,190567.4183,439569.4015,대규모점포
3170000,2.02E+18,20180430,,1,영업/정상,1,정상영업,,,,,221458000,31618,,서울특별시 금천구 독산동 441번지 14호,,,롯데쇼핑(주) 금천 독산점,2.02E+13,U,40:00.0,쇼핑센터,190800.1502,439777.6612,대규모점포
3170000,2.02E+18,20190410,,1,영업/정상,1,정상영업,,,,,02-3440-2254,4288,,서울특별시 금천구 독산동 1156번지 금천롯데캐슬골드파크4차,서울특별시 금천구 시흥대로 315 금천롯데캐슬골드파크4차 (독산동),8608,롯데캐슬 골드파크 4차 마르쉐도르 960,2.02E+13,I,20:20.0,그 밖의 대규모점포,,,대규모점포
3170000,2.01E+18,20050826,,2,휴업,2,휴업처리,,,,,02868 9727,3745.05,,서울특별시 금천구 독산동 988번지 7호 외 27  ,서울특별시 금천구 시흥대로142길 24 (독산동외 27),,남문시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,191127.424,441203.92,
3170000,2.01E+18,20070501,,2,휴업,2,휴업처리,,,,,02855 5645,10298,,서울특별시 금천구 시흥동 879호 외 87필지  ,서울특별시 금천구 시흥대로62길 18 (시흥동외 87필지),,현대시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,191224.6074,439247.719,
3170000,2.00E+18,20020618,,2,휴업,2,휴업처리,,,,,230161500,14972.02,,서울특별시 금천구 시흥동 992번지 47호 외 1  ,서울특별시 금천구 시흥대로 201 (시흥동외 1),,(주)이랜드리테일 홈에버 시흥점,2.01E+13,I,59:59.0,대형마트,191152.4326,438865.1607,
3170000,1.97E+18,19730912,,1,영업/정상,BBBB,,,,,,02 8035052,2063,,서울특별시 금천구 시흥동 831번지 6호   ,서울특별시 금천구 금하로 705 (시흥동),,시흥중앙시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,191823.0268,438834.3781,
3110000,2.01E+18,20111219,,1,영업/정상,1,정상영업,,,,,02-356-8545,200.9,122856,서울특별시 은평구 불광1동 239번지 9호,서울특별시 은평구 불광로 121 (불광동),122856,홈플러스(주)익스프레스 불광점,2.02E+13,U,09:00.0,그 밖의 대규모점포,194003.8839,457260.7365,
3170000,2.00E+18,20031002,,1,영업/정상,BBBB,,,,,,234598000,26776,,서울특별시 금천구 독산동 291번지 7호   ,서울특별시 금천구 시흥대로 391 (독산동),,삼성테스코(주)홈플러스 금천점,2.01E+13,I,59:59.0,대형마트,190809.5078,440728.3823,
3170000,2.00E+18,20031017,,1,영업/정상,BBBB,,,,,,02  34598000,26776.55,,서울특별시 금천구 독산동 291번지 7호   ,서울특별시 금천구 시흥대로 391 (독산동),,삼성테스코(주)홈플러스 금천점,2.01E+13,I,59:59.0,대형마트,190809.5078,440728.3823,
3180000,2.00E+18,20030331,,1,영업/정상,1,정상영업,,,,,02-2635-2040,10000.33,,서울특별시 영등포구 문래동3가 55호,서울특별시 영등포구 당산로 34 (문래동3가),150835,로데오 왁,2.01E+13,I,59:59.0,전문점,190644.1207,446104.9252,대규모점포
3180000,2.01E+18,20051111,,1,영업/정상,1,정상영업,,,,,02-2630-2651,8724.73,,서울특별시 영등포구 양평동3가 65호,서울특별시 영등포구 선유로 156 (양평동3가),,코스트코 홀세일,2.02E+13,I,59:59.0,대형마트,190408.5091,447298.0222,대규모점포
3180000,2.01E+18,20070322,,1,영업/정상,1,정상영업,,,,,02-2634-0602,6567,,서울특별시 영등포구 영등포동5가 18번지 1호,서울특별시 영등포구 영등포로 225 (영등포동5가),7250,영신상가,2.02E+13,U,40:00.0,그 밖의 대규모점포,191691.1679,446411.0071,대규모점포
3180000,2.02E+18,20170425,,1,영업/정상,1,정상영업,,,,,21458178,18016.52,,,서울특별시 영등포구 선유로 138 (양평동3가),150103,롯데쇼핑(주) 롯데마트 양평점,2.02E+13,I,59:59.0,대형마트,190352.3217,447095.6412,대규모점포
3180000,2.00E+18,19941007,,1,영업/정상,1,정상영업,,,,,226302653,,,서울특별시 영등포구 양평동3가 65호   ,서울특별시 영등포구 선유로 156 (양평동3가),,코스트코홀세일,2.01E+13,I,59:59.0,그 밖의 대규모점포,190408.5091,447298.0222,
3180000,2.00E+18,19970916,,1,영업/정상,1,정상영업,,,,,226338050,,,서울특별시 영등포구 영등포동5가 20호   ,,,영등포지하상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3180000,2.00E+18,19750609,,1,영업/정상,1,정상영업,,,,,02 7824581,,,서울특별시 영등포구 여의도동 42번지 1   호   ,,,한화스토아여의점,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3180000,2.00E+18,19871127,,1,영업/정상,1,정상영업,,,,,226308800,,,서울특별시 영등포구 당산동3가 2번지 7 호   ,,,홍익상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3180000,2.00E+18,19691231,,1,영업/정상,1,정상영업,,,,,02 8467747,,,서울특별시 영등포구 도림동 176호   ,,,도림시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3180000,2.00E+18,19680220,,1,영업/정상,1,정상영업,,,,,02 6778490,,,서울특별시 영등포구 양평동1가 30호   ,서울특별시 영등포구 선유동1로 5 (양평동1가),,양남시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,190307.5283,446742.5563,
3180000,2.00E+18,19730630,,1,영업/정상,1,정상영업,,,,,02 8321752,,,서울특별시 영등포구 신길동 259호   ,,,신동시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3180000,2.00E+18,19650528,,1,영업/정상,1,정상영업,,,,,02 8420003,,,서울특별시 영등포구 신길동 116번지 15호   ,서울특별시 영등포구 도신로60길 7 (신길동),,대신시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,192643.7024,445431.5209,
3180000,2.00E+18,19700527,,1,영업/정상,1,정상영업,,,,,02 8324617,,,서울특별시 영등포구 대림동 963호   ,,,대림시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
3180000,2.00E+18,19840823,,1,영업/정상,1,정상영업,,,,,02 8410508,,,서울특별시 영등포구 대림동 717호   ,서울특별시 영등포구 대림로29길 13 (대림동),,두암종합시장,2.01E+13,I,59:59.0,그 밖의 대규모점포,190916.9114,443681.7667,
3180000,2.00E+18,19961203,,1,영업/정상,1,정상영업,,,,,02 6791134,,,서울특별시 영등포구 당산동1가 9번지 1   호   ,,,영등포농축수산물쎈타,2.02E+13,U,40:00.0,그 밖의 대규모점포,,,
3180000,2.00E+18,19800409,,1,영업/정상,1,정상영업,,,,,02 6788817,,,서울특별시 영등포구 영등포동5가 20호   ,,,영등포역앞지하상가,2.01E+13,I,59:59.0,그 밖의 대규모점포,,,
