TURSM_CNTNTS_SEQ,MENU_CD,LANG_CD,MAIN_THUMB_IMAGE_LC,DETAIL_EX_URL,CNTNTS_REPRSNT_TITLE,CNTNTS_REPRSNT_SUBTITLE,MAIN_PLACE_NM,ONE_CTGRY_NM,TWO_CTGRY_NM,GUGUN_NM,LA,LO,HASHTAG,TOUR_HNTIP,TOUR_ETIQUETTE,TRNSPROT_GUID,OPER_TERM,RSTDE_GUID,USE_DAY_ND_TERM,USE_PRICE,REPRSNT_MENU_NM,VIEWS_CO,LIKE_CO,FAVORITE_CO
364,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191229141716592_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=364&lang_cd=ko,지나간 시절을 되짚어 오르는 40계단,피난민들의 삶과 애환을 담다,40계단,명소,역사,중구,35.1043434,129.0353394,"#부산,#동광동,#40계단,#40계단문화관광테마거리,#40계단문화관,#한국전쟁,#피란,#역사여행,#추억여행,#골목,#계단,#관광,#휴가,#추천여행,#부산여행,#아이와함께,#원도심투어",매년 9~10월 경이면 40계단 문화축제가 열린다. 미리 일정을 파악하여 축제를 함께 즐겨 보는 것도 좋겠다.,,"도시철도 1호선 중앙역 11번 출구 도보 5분
버스 17 26 27 40 41 61 82 85 87 103 134 190 1003 중앙동 하차",,"연중무휴
40계단 문화관 : 매주 월요일, 국경일, 명절",상시(40계단 문화관 평일 10:00~18:00 / 토?일 10:00~17:00),무료,,3049,3,0
365,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191229142305006_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=365&lang_cd=ko,한국의 마추픽추 감천문화마을,역사와 문화 그리고 예술이 만난 감성골목,감천문화마을,명소,문화,사하구,35.095787,129.0092621,"#부산여행,#감천문화마을,#산복도로,#부산가볼만한곳,#감천낭만한복,#부산여행코스,#랜드마크,#부산명소,#부산관광코스,#부산게스트하우스,#한국마추픽추,#부산야경,#원도심투어,#인생샷",홈페이지에 마을 방문후기를 남기면 추첨을 통해 기념품을 증정합니다.,"실제 주민의 거주공간이므로 조용하고 깨끗하게 둘러보세요.
드론 촬영은 삼가주세요.","도시철도
1호선 괴정역 6번 출구 → 마을버스 환승 사하1, 사하1-1 → 감정초등학교 하차 도보 5분
1호선 토성역 6번 출구 → 마을버스 환승 사하1-1, 서구2, 서구2-2 → 감정초등학교 하차 하차 도보 5분
주차 감천2공영주차장",,연중무휴,"09:00 ~ 18:00 (3월-10월)
09:00 ~ 17:00 (11월-2월)",무료(주차요금 별도),,5217,39,19
366,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191229143230630_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=366&lang_cd=ko,발길 닿는 곳 어디든 아름다운 다대포해수욕장,몽환의 바다,다대포 해수욕장,명소,자연,사하구,35.0465202,128.9628296,"#부산여행,#다대포낙조분수,#부산데이트코스,#부산가볼만한곳,#다대포해수욕장,#부산해수욕장,#부산낙조,#친구와함께,#아이와함께,#가족과함께,#자연,#뷰포인트,#포토스폿,#바다여행","낙조분수 운영시간 평일 20:00 ~ 20:30, 주말 21:00 ~ 21:30 
문화관광해설사 근무",,"도시철도 1호선 다대포해수욕장역 2번 출구 도보 8분
버스 11, 2, 3, 338, 96, 96-1, 1000 다대포해수욕장 하차
주차 다대포해수욕장 공영주차장(유료)",,"다대포해수욕장 : 연중무휴
낙조분수: 월요일","다대포해수욕장 : 매일
낙조분수 : 4월 말~10월(매주 화~일)",무료(주차요금 별도),,3785,15,10
367,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191229144834500_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=367&lang_cd=ko,부산영화체험박물관 feat.트릭아이뮤지엄부산,영화적 상상을 현실로,"부산영화체험박물관, 트릭아이뮤지엄부산",명소,문화,중구,35.1016922,129.0337067,"#부산여행,#트릭아이뮤지엄부산,#부산영화체험박물관,#부산실내여행,#이색데이트,#아이와함께,#이색체험,#친구와함께,#인생샷,#부산데이트코스,#부산가볼만한곳,#포토스폿","부산영화체험박물관 앱을 통해 체험한 영상을 다운로드할 수 있다(박물관 내에서만).
XR Museum 앱을 다운받아 트릭아이뮤지엄에서 움직이는 사진을 찍을 수 있다.",외부 음식 반입과 애완견 동행은 자제해 주세요.,"도시철도 1호선 중앙역 5번 출구 도보 5분
버스 126, 15, 186, 81, 86 백산기념관 하차 도보 3분
주차 부산영화체험박물관 주차장(1시간 무료)",,"매주 월요일, 신정?설날?추석 당일",화 ~ 일 / 10:00 ~ 18:00 (입장 17:00),체험별?연령별 상이(홈페이지 참조),,3892,5,4
368,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191229145728609_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=368&lang_cd=ko,부산여행의 이유 용두산공원,전망맛집 부산타워 100배 즐기기,"용두산공원, 부산타워",명소,문화,중구,35.1007233,129.0326385,"#부산,#부산여행,#용두산공원,#부산타워,#랜드마크,#부산야경,#관광코스,#가족여행,#추천여행,#전망좋은곳,#힐링,#친구와함께,#트릭아트,#원도심투어",,,"도시철도 1호선 중앙역 1번 출구 도보 6분
         1호선 남포역 7번 출구 도보 7분
버스 126, 15, 186, 81, 86 백산기념관 하차 도보 6분
     134, 26, 30, 7, 71, 9, 103, 11, 113, 126, 15 남포동 하차 도보 10분
주차 용두산공원 공영주차장(유료)",,연중무휴(부산타워는 기상 등의 이유로 변경될 수 있음),부산타워 10:00~23:00(발권마감 22:30),무료(부산타워 입장료 별도-홈페이지 참조),,3834,7,6
369,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191229150331682_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=369&lang_cd=ko,눈물로 약속한 공간 영도대교,꼭 다시 만나자,영도대교,명소,역사,영도구,35.095295,129.0365601,"#부산여행,#영도대교,#영도대교역사,#일제강점기,#영도,#영도여행,#도개교,#영도다리도개시간,#피난민,#이산가족,#한국전쟁,#부산영도,#부산추억,#역사여행,#부산대교,#원도심투어",영도대교 도개행사는 14:00부터 15분간 진행된다.,,"도시철도 1호선 남포동 6, 8번출구 도보 4분
버스 6, 7, 9, 71, 508, 82, 85, 113, 66, 186, 30, 8, 190, 88, 30 영도대교 하차",,,,무료,,2822,9,6
370,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191229150845004_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=370&lang_cd=ko,"중앙공원, 민주공원",호국과 민주정신이 살아있는 역사테마공원,"중앙공원, 민주공원",명소,역사,중구,35.1121254,129.0279236,"#부산여행,#부산가볼만한곳,#부산명소,#부산드라이브코스,#민주공원,#4.19민주혁명,#부마민주항쟁,#6.10민주항쟁,#충혼탑,#민주공원겹벚꽃,#부산나들이,#부산데이트코스,#걷기길,#중앙공원",늦은 봄 만개하는 겹벚꽃이 화려한 곳이다.,"반려견 동행 시 목줄을 꼭 착용해 주세요.
참배 시 경건한 태도를 유지해 주세요.","도시철도 1호선 초량역 1번 출구 → 508 버스 환승 → 중앙공원?민주공원 하차 도보 6분
         1호선 동대신역 3번 출구 → 중구1 마을버스 환승 → 중앙공원?민주공원 하차 도보 5분
버스 38 43 508 70 중앙공원?민주공원 하차
주차 중앙공원?민주공원 공영주차장",,"중앙공원?민주공원?충혼탑 연중무휴
민주항쟁기념관 매주 월요일, 1월 1일, 설날?추석 당일","충혼탑 9:00 ~ 18:00(3~10월) 9:00 ~ 17:00(11~2월)
민주항쟁기념관 09:00 ~ 18:00",무료(주차비 별도),,1913,1,0
371,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191229151710512_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=371&lang_cd=ko,눈부신 부산을 선물하다 황령산 전망쉼터,높은 곳을 향한 본능,황령산 전망쉼터,명소,자연,남구,35.1581154,129.0826874,"#부산여행,#부산가볼만한곳,#부산여행코스,#남구명소,#부산명소,#부산관광코스,#부산야경,#황령산전망쉼터,#황령산,#부산드라이브코스,#황령산봉수대,#황령산전망대,#부산데이트코스,#황령산벚꽃,#뷰포인트",11월에 황령산 전망쉼터를 방문하면 부산불꽃축제의 멋진 장관을 한눈에 담을 수 있다.,"산림 훼손, 음주, 흡연은 안돼요.
가져간 쓰레기는 다시 가져와 주세요.","도시철도 2호선 금련산역 6번 출구 하차 택시 이용 10~15분 소요
도시철도 1호선 시청역 6번 출구 하차 → 마을버스 연제구1 환승 → 물만골종점 하차 도보 20분
주차 황령산 전망쉼터 주차장",,명절 당일,10:00~23:00,무료,,2289,4,2
372,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191229152254942_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=372&lang_cd=ko,와이어공장에서 문화공장으로 F1963,자연과 예술과 문화가 어우러진 도심 속 공간,F1963,명소,문화,수영구,35.1769333,129.1149597,"#부산여행,#부산가볼만한곳,#유니크베뉴,#이색여행,#추천여행,#부산모임장소,#복합문화공간,#부산MICE,#부산명소,#F1963,#포토스폿",#부산여행 #부산가볼만한곳 #부산여행코스 #부산명소 #부산관광코스 #수영구 #F1963 #부산카페 #부산복합문화공간 #부산핫플레이스 #부산실내데이트 #친구와함께 #연인과함께 #아이와함께,,"도시철도 3호선 망미역 4번 출구 → 수영구2 마을버스 환승 → 산정아파트 하차 도보 2분
버스 54 고려제강 하차 도보 2분
주차 F1963 주차장",,,월~일/09:00 ~ 24:00(매장별 운영시간 상이),무료(주차요금 별도),,2116,2,0
373,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191229153530528_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=373&lang_cd=ko,"부산 바다의 정석, 해운대해수욕장",사시사철 언제나 핫 플레이스!,해운대,명소,자연,해운대구,35.158474,129.1598663,"#부산,#해운대해수욕장,#동백섬,#동백해안산책로,#누리마루,#여름,#산책,#바람,#힐링,#관광,#휴가,#추천여행,#가족여행,#바다,#해운대포장마차,#더베이101,#바다여행",해운대해수욕장 끝자락에 있는 미포 선착장에서 유람선을 타고 바다를 둘러볼 수 있다. ,가져간 쓰레기는 모두 되가져가거나 인근 휴지통에 버려주세요.,"도시철도 2호선 해운대역 하차  5번 출구 도보 15분
버스 139, 307, 1003, 해운대해수욕장 하차
부산시티투어버스 부산역(레드라인) → 해운대해수욕장 하차
주차 해운대해수욕장 공영주차장",,,,무료,,5697,59,25
377,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191229160529389_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=377&lang_cd=ko,광안리의 밤은 당신의 낮보다 아름답다,"낭만의 정석, 광안리 바다",광안리 해수욕장,명소,자연,수영구,35.1531792,129.118866,"#부산여행,#바다,#광안리,#해수욕장,#수변공원,#야경,#광안대교,#해양스포츠,#바나나보트,#서핑,#패들보드,#카페,#회센터,#포토스폿,#가족여행,#광안리해수욕장,#아이와함께,#여름휴가,#연인과함께#자연,#친구와함께,#수제맥주,#바다여행","사계절 다양한 버스킹 공연을 즐길 수 있다.
활어판매시장에서 횟감을 사서 수변공원에서 먹을 수 있다.",자기 쓰레기 되가져가는 시민의식을 보여주세요.,"도시철도 2호선 광안역 5번 출구 도보 13분
버스 41, 42 광안리해수욕장 하차
시티투어버스 부산역(레드라인) → 광안리해수욕장 하차
주차 인근 공영주차장",,연중무휴,상시,무료,,4990,43,15
396,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191230180640227_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=396&lang_cd=ko,금정산이 있어 더 부산다운 부산,단단하게 부산을 지켜주는 금정산,금정산,명소,자연,금정구,35.2801361,129.0511932,"#자연,#산,#부산여행,#금정산,#범어사,#북문,#금샘,#고당봉,#등산,#트래킹,#경치좋은곳,#자연여행,#역사여행,#금정산성,#성곽길,#뷰포인트,#포토스폿",,,"범어사 출발 기준
도시철도 1호선 범어사역 5번, 7번 출구 하차, 90번 버스 범어사 매표소 하차",,연중무휴,상시,무료,,2195,4,4
397,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191230181126685_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=397&lang_cd=ko,뉴트로 감성 가득한 금강공원과 식물원,등산은 싫지만 숲길은 걷고 싶은 그대에게,금강공원/식물원,명소,자연,동래구,35.2204704,129.0749359,"#부산여행,#자연,#공원,#금강공원,#금강식물원,#부산공원,#케이블카,#부산민속예술관,#부산해양자연사박물관,#소풍,#산책,#힐링,#아이와함께,#연인과함께,#가족여행",,,"도시철도 1호선 온천장역 1번 출구 도보 15분
버스 46, 77, 80, 110, 110-1, 121, 131, 1002(심야) 금강공원 입구 하차 도보 5분
주차 금강공원 공영주차장(유료)",,연중무휴,"금강공원 상시
금강식물원 08:30~17:30","금강공원 무료
금강식물원 유료(연령별 상이)",,1637,4,1
402,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191230190101989_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=402&lang_cd=ko,영남 3대사찰 범어사를 만나다,금정산 자락을 따라 걷는 사찰의 미(美),범어사,명소,문화,금정구,35.2836456,129.0685425,"#부산여행,#사찰,#절,#전통,#금정산,#범어사,#일주문,#대웅전,#석탑,#계곡,#산책,#단풍,#등산,#관광,#추천여행,#역사여행,#산책하기좋은곳",홈페이지를 통해 템플스테이 신청이 가능하다.,스님들의 수행 공간이므로 조용히 관람해 주세요.,"도시철도 1호선 범어사역 5, 7번 출구 → 버스 환승 90 범어사주차장 하차
주차 범어사 주차장(유료)",,연중무휴,상시,무료,,2635,4,5
409,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191230194923757_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=409&lang_cd=ko,오리지널 부산은 바로 여기! 동래읍성,동래읍성에서 과거와 현재를 함께 만나보는 건 어떨까,동래읍성,명소,역사,동래구,35.2097511,129.0899658,"#부산여행,#역사여행,##나들이,#산책하기좋은곳,#가족여행,#연인과함께,#친구와함께,#단풍투어,#북문,#인생문,#동장대,#서장대,#북장대,#부산가볼만한곳,#추천여행",,,"도시철도 명륜역 2번 출구 도보 21분
마을버스 동래구1-1, 동래구7 동래문화회관 하차 도보 4분",,연중무휴,상시,무료,,2210,3,3
415,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191230203235198_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=415&lang_cd=ko,부산 속 작은 중국 상해거리를 걷다,걸어서 중국 속으로,상해거리,명소,역사,동구,35.1138077,129.0378571,"#부산여행,#부산가볼만한곳,#초량동,#상해거리,#차이나타운,#텍사스거리,#맛집,#부산당일코스추천,#부산테마여행,#추천여행,#나들이,#가족여행",,,"도시철도 1호선 부산역 1번, 5번 출구
버스 2, 26, 27, 41, 59, 67, 87, 103, 167, 520 부산역 하차
주차 차이나타운 공영주차장(유료)",,연중무휴,상시(가게별 상이),무료(음식주문 별도),,2149,1,2
418,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191230205059771_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=418&lang_cd=ko,"골목길 안 거리미술관, 이중섭 문화거리",이중섭 문화거리,이중섭문화거리,명소,문화,동구,35.1406898,129.052887,"#부산여행,#테마거리,#이중섭문화거리,#근현대사,#역사여행,#원도심투어,#걷기여행,#부산가볼만한곳",,,"도시철도 1호선 좌천역 7번 출구 도보 12분
버스 186, 29, 38, 86, 동구1, 동구1-1 아름빌아파트 하차",,연중무휴,상시,무료,,1220,0,0
419,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191230205640434_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=419&lang_cd=ko,"가야 왕국의 귀환, 복천박물관/복천동고분군","복천박물관, 복천동고분군","복천박물관, 복천동고분군",명소,역사,동래구,35.2088852,129.091156,"#부산여행,#박물관,#전시관,#역사여행,#복천박물관,#복천동고분군,#아이와함께,#산책하기좋은곳,#부산가볼만한곳",,,"도시철도 4호선 수안역 5번 출구 도보 18분
마을버스 동래구6 복천박물관 하차",,"월요일, 1월 1일",평일 09:00 ~ 18:00 토요일 09:00 ~ 21:00,무료,,2308,0,1
420,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191230210019945_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=420&lang_cd=ko,주말엔 방콕 말고 벡스코!,벡스코,벡스코,명소,문화,해운대구,35.1692467,129.1362762,"#부산여행,#해운대,#전시관,#복합문화공간,#실내여행지,#벡스코,#BEXCO,#아이와함께,#가족여행,#이색체험",,,"도시철도 2호선 센텀시티역 1번 출구 도보 6분
버스 100, 100-1, 115-1, 139, 141, 181, 200, 31, 39, 40, 63 벡스코 시립미술관 하차",,연중무휴,행사별 상이(홈페이지 참조),행사별 상이(홈페이지 참조),,1760,0,1
421,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191230210358362_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=421&lang_cd=ko,영화도시 부산의 랜드마크 영화의 전당,영화의 전당,영화의 전당,명소,문화,해운대구,35.1710548,129.1270294,"#부산여행,#영화관,#복합문화공간,#영화의전당,#부산국제영화제,#이색체험",,,"도시철도 2호선 센텀시티역 6번 출구 도보 5분
버스 115, 181, 307, 해운대구3-1, 해운대구3-2 시청자미디어센터?KNN방송국 하차 도보 8분",,연중무휴,매일 / 프로그램별 상이(홈페이지 참조),프로그램별 상이(홈페이지 참조),,1948,2,3
425,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231091948765_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=425&lang_cd=ko,불광산과 그 계곡을 두른 천년고찰 장안사,"산과 계곡과 사찰, 그리고 사람이 하나가 되는 곳",장안사,명소,문화,기장군,35.3740463,129.2328796,"#부산여행,#장안사,#기장,#사찰,#절,#전통,#불광산,#장안사계곡,#대웅전,#국화축제,#단풍투어,#가을여행,#힐링,#부산계곡추천,#가족여행,#산책,#트레킹",,,"마을버스 기장군9 상장안 하차 도보 약 17분
주차 장안사 주차장",,,상시,무료,,1425,0,0
426,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231092729834_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=426&lang_cd=ko,백양산에 올라 부산을 보다,"짜릿한 경험, 산악자전거의 성지",백양산,명소,자연,부산진구,35.182827,129.0219574,"#자연,#산,#백양산,#어린이대공원,#산악자전거,#등산,#산책,#취미,#관광,#휴가,#추천산,#추천여행,#부산여행,#자연여행,#트레킹,#경치좋은곳,#힐링,#뷰포인트,#포토스폿",,개인이 가져온 쓰레기는 자신이 챙겨주세요.,"도시철도 1호선 서면역 9번 출구 → 롯데호텔백화점 맞은편 정류장 버스 17, 23 환승 → 선암사 입구 하차 도보 14분
도시철도 1호선 서면역 13번 출구 → 영광도서 뒤 맞은편 정류장 버스 54, 63, 81, 133 어린이대공원 하차",,연중무휴,상시,무료,,1476,4,0
430,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231100856743_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=430&lang_cd=ko,"추억과 자연이 공존하는 곳, 성지곡수원지","부산 도심 속 휴식 공간, 성지곡수원지",성지곡수원지,명소,자연,부산진구,35.1870651,129.0410461,"#자연,#공원,#부산명소,#부산가볼만한곳,#부산당일코스추천,#부산여행,#부산어린이대공원,#성지곡수원지,#산책,#피크닉,#가족여행,#연인과함께,#추천여행,#힐링,#포토스폿",,,"도시철도 1호선 서면역 13번 출구 → 영광도서 뒤 맞은편 정류장 버스 54, 63, 81, 133 어린이대공원 하차, 도보 이동
주차 어린이대공원 주차장(유료)",,연중무휴,상시,무료,,2484,2,1
432,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231101745599_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=432&lang_cd=ko,마린시티와 광안대교를 품은 장산 정상으로,3시간으로 즐기는 장산 나들이,장산,명소,자연,해운대구,35.1935768,129.1449738,"#자연,#산,#해운대,#장산,#등산,#대천공원,#폭포사,#억새밭,#중봉,#부산계곡추천,#트레킹,#경치좋은곳,#자연여행,#추천여행,#혼자가는여행,#친구와함께",,,"도시철도 2호선 장산역 10번 출구 도보 26분
버스 100-1, 115-1, 181, 40, 63 대림3차아파트 하차 도보 15분
주차 대천공원 공영주차장(유료) 도보 5분",,,상시,무료,,1597,2,2
433,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231102223413_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=433&lang_cd=ko,"자연 암벽에 내려앉은 부처의 염원, 석불사",맑은 공기를 마시며 산책하기 좋은 곳,석불사,명소,문화,북구,35.2215042,129.0486145,"#부산여행,#부산사찰,#석불사,#절,#부산가볼만한곳,#힐링,#숲속여행,#병풍암,#석불,#부산경치,#산책,#트레킹,#만덕석불사,#범어사,#추천여행,#가족여행,#이색체험,#뷰포인트",,사찰 내부 음식물 섭취 및 상업행위 금지,"대중교통 없음
도시철도 3호선 만덕역 1번 출구 도보 50분
주차 석불사 초입 노면주차장(좁음)",,연중무휴,상시,무료,,1980,2,1
436,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231105906594_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=436&lang_cd=ko,"오랜 시간의 자연을 담은 곳, 회동수원지를 거닐다",부산 갈맷길 명소 회동수원지,회동수원지,명소,자연,금정구,35.2590561,129.1109619,"#자연,#부산명소,#부산가볼만한곳,#갈맷길코스,#상현마을,#부엉산,#오륜대전망대,#걷기좋은길,#회동수원지,#부산당일코스추천,#트레킹,#산책,#힐링,#숲길,#수원지,#가족여행,#혼자가는여행,#연인과함께,#아이와함께,#추천여행",,,"도시철도 1호선 범어사역 1번 출구 → 버스 환승 금정구3-1 → 상현마을 하차
버스 29, 49, 51, 80, 131, 301 범어사입구 하차 → 환승 금정구3-1 → 상현마을 하차
주차 선동주차장(무료)",,연중무휴,상시,무료,,2567,1,0
439,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231111302355_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=439&lang_cd=ko,"마음으로 읊는 공자왈 맹자왈, 동래향교&기장향교",가치를 더하는 가르침,"동래향교, 기장향교",명소,역사,동래구,35.2077522,129.0841064,"#부산여행,#부산가볼만한곳,#향교,#동래향교,#기장향교,#유교,#공자,#은행나무,#가을여행,#산책,#역사여행,#문화재,#추천여행,#아이와함께,#가족여행",,,"동래향교
도시철도 1, 4호선 동래역 4번 출구 도보 10분
버스 100, 110-1, 동래구1, 동래구3, 동래구6-1 복산동주민센터 하차 도보 4분
기장향교
마을버스 기장군6 문화그린맨션 하차 도보 3분",,연중무휴,상시,무료,,1676,0,0
444,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231180337567_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=444&lang_cd=ko,"하늘과 바다가 만나는 길, 가덕도 연대봉",미처 몰랐던 부산의 한 조각을 만나다,가덕도 연대봉,명소,자연,강서구,35.0268745,128.8339539,"#가덕도,#연대봉,#등산,#바다,#섬,#거가대교,#산,#거제도,#봉수대,#부산등산,#부산트래킹,#가족여행,#부산가볼만한곳,#부산당일코스,#뷰포인트,#포토스폿",,,도시철도 1호선 하단역 3번 출구 → 버스 520 환승 → 전망대 정류장 하차 연대봉까지 도보 이동,,연중무휴,상시,무료,,2599,3,2
445,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231181104098_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=445&lang_cd=ko,부산의 가을을 담은 승학산 억새평원,억새평원이 주는 넉넉함과 소박한 아름다움,승학산 억새평원,명소,자연,사하구,35.1166039,128.9796753,"#자연,#산,#가을여행,#전망좋은곳,#등산,#트레킹,#승학산,#억새,#억새평원,#부산억새,#하단,#낙동강,#을숙도,#가을감성,#가을등산,#가을트레킹,#승학산억새,#부산등산,#뷰포인트,#포토스폿",,,"도시철도 1호선 당리역 1번 출구 → 마을버스 사하구2, 2-1 동원베네스트2차아파트 하차 등산로 도보 이동
버스 123, 126, 138, 16, 2, 3, 520, 58-2, 1001 사하구청 하차 도보 23분",,연중무휴,상시,무료,,1569,2,1
450,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231184354051_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=450&lang_cd=ko,이야기와 예술이 있는 대룡마을,부산 예술가들이 모여 사는 곳,대룡마을,명소,문화,기장군,35.3711739,129.264328,"#부산,#장안읍,#오리,#대룡마을,#복합문화공간,#예술인창작촌,#갤러리,#전설,#방앗간,#도서관,#담장,#산책,#주말,#추천여행,#부산여행,#부산데이트코스,#무인카페,#산책하기좋은곳",,마을에는 주민들이 살고 있으니 너무 소란스럽게 하지 말아 주세요.,"버스 187 대룡마을 하차
주차 대룡마을 공영주차장(무료)",,연중무휴,상시,무료,,1058,1,1
456,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231192024538_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=456&lang_cd=ko,힐링이 필요한 날 대신공원,대신공원,대신공원,명소,자연,서구,35.1218109,129.0156403,"#부산여행,#공원,#대신공원,#구덕저수지,#산책하기좋은곳,#힐링,#숲속여행,#피크닉,#소풍",,,"버스 167, 190 동아대학교병원 하차 도보 5분
마을버스 서구5 동아대학교 구덕캠퍼스 하차 도보 4분
주차 대신공원 공영주차장(유료)",,연중무휴,상시,무료,,1276,0,1
457,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231192531286_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=457&lang_cd=ko,소풍 명당 화명수목원,화명수목원,화명수목원,명소,자연,북구,35.2525711,129.0420532,"#부산여행,#자연,#산,#수목원,#화명수목원,#산책하기좋은곳,#힐링,#소풍,#피크닉",,,"도시철도 2호선 화명역 6번 출구 → 마을버스 금정구1 환승 → 화명수목원 하차
주차 화명수목원 주차장",,"월요일, 1월 1일, 추석?설 당일","화~일
09:00~18:00(3~10월)
09:00~17:00(11~2월)",무료,,1489,1,0
458,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231193124555_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=458&lang_cd=ko,천년의 향기 선암사,선암사,선암사,명소,문화,부산진구,35.1769676,129.02771,"#부산여행,#부산가볼만한곳,#숲속여행,#사찰,#절,#힐링,#산책로,#경치좋은곳,#선암사",,,"도시철도 1호선 서면역 9번 출구 → 롯데호텔백화점 맞은편 정류장 버스 17, 23 환승 → 선암사 입구 하차 도보 14분
주차 선암사 주차장",,연중무휴,상시,무료,,1718,1,2
